Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,Ten Thousand Islands,read audible audiobook literature-and-fiction genre-fiction,Randy Wayne White,Recorded Books,,4.4,Audible Audio,2008,2025-09-04,,,B002V0A660
,,Mangrove Coast,read audible audiobook mystery-thriller-and-suspense mystery,Randy Wayne White,Recorded Books,,4.4,Audible Audio,2010,2025-09-04,,,B0046VYMYY
,,Captiva,read audible audiobook mystery-thriller-and-suspense mystery,Randy Wayne White,Penguin Audio,,4.6,Audible Audio,2018,2025-09-04,,,B07BRYWVMW
,,North of Havana,read audible audiobook mystery-thriller-and-suspense crime-fiction,Randy Wayne White,Penguin Audio,,4.4,Audible Audio,2018,2025-09-04,,,B07BGCF2BH
,,The Man Who Invented Florida: Doc Ford #3,read audible audiobook mystery-thriller-and-suspense mystery,Randy Wayne White,Tantor Audio,,4.1,Audible Audio,2010,2025-09-04,,,B003YAZQXE
,,Robert Ludlum's The Treadstone Resurrection,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Joshua Hood,Penguin Audio,,4.3,Audible Audio,2020,2025-09-04,,,0593150392
,,Broken,read audible audiobook mystery-thriller-and-suspense mystery,Don Winslow,William Morrow,,4.5,Audible Audio,2020,2025-09-04,,,0062988921
,,Hi Five,read audible audiobook literature-and-fiction genre-fiction,Joe Ide,"Little, Brown & Company",,4.1,Audible Audio,2020,2025-09-04,,,1478975784
,,The Heat Islands: Doc Ford #2,read audible audiobook mystery-thriller-and-suspense mystery,Randy Wayne White,Tantor Audio,,4.3,Audible Audio,2010,2025-09-04,,,B003RCHUJ2
,,Sanibel Flats: Doc Ford #1,read audible audiobook mystery-thriller-and-suspense mystery,Randy White,Tantor Audio,,4.1,Audible Audio,2010,2025-09-04,,,B003L8SW94
,,"Victim 2117: A Department Q Novel, Book 8",read audible audiobook mystery-thriller-and-suspense mystery,Jussi Adler-Olsen,Penguin Audio,,4.6,Audible Audio,2020,2025-09-04,,,0593146360
,,Walk the Wire,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Grand Central Publishing,,4.5,Audible Audio,2020,2025-09-04,,,1478999268
,,Crooked River,read audible audiobook literature-and-fiction horror,Douglas Preston,Grand Central Publishing,,4.6,Audible Audio,2020,2025-09-04,,,1549142259
,,"One Minute Out: Gray Man, Book 9",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.7,Audible Audio,2020,2025-09-04,,,B083L91MGM
,,"Slaughter: White Out: DJ Slaughter, Book 2",read audible audiobook literature-and-fiction action-and-adventure,James Beltz,James Beltz,,4.4,Audible Audio,2019,2025-09-04,,,B07RPSWDZB
,,Fear and Loathing in Las Vegas,read audible audiobook literature-and-fiction genre-fiction,Hunter S. Thompson,Recorded Books,,4.4,Audible Audio,2005,2025-09-04,,,B002V5B68M
,,Choke: A Novel,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.6,Audible Audio,2016,2025-09-04,,,B01DMV30UA
,,Barely Legal,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2017,2025-09-04,,,B06XX18F9P
,,The Intern: An Orphan X Short Story: Evan Smoak,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gregg Hurwitz,Brilliance Audio,,4.5,Audible Audio,2018,2025-09-04,,,1721365850
,,"Camino Winds: Camino, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,John Grisham,Random House Audio,,4.4,Audible Audio,2020,2025-09-04,,,0593168437
,,"Assassin's Strike: A David Slaton Novel, Book 6",read audible audiobook literature-and-fiction action-and-adventure,Ward Larsen,Macmillan Audio,,4.6,Audible Audio,2020,2025-09-04,,,1250755352
,,"The Evening and the Morning: Kingsbridge, Book 4",read audible audiobook literature-and-fiction genre-fiction,Ken Follett,Penguin Audio,,4.7,Audible Audio,2020,2025-09-04,,,0593289641
,,Beverly Hills Dead,read audible audiobook mystery-thriller-and-suspense crime-fiction,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2009,2025-09-04,,,B002V1BZ1Y
,,The Prince of Beverly Hills,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.6,Audible Audio,2016,2025-09-04,,,B019NB7FTA
,,Mounting Fears,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Penguin Audio,,4.1,Audible Audio,2009,2025-09-04,,,B002UZJZWC
,,Capital Crimes,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.6,Audible Audio,2016,2025-09-04,,,B019J1IF8O
,,The Run,read audible audiobook literature-and-fiction genre-fiction,Stuart Woods,HarperAudio,,4.4,Audible Audio,2007,2025-09-04,,,B002VA9I4Q
,,Grass Roots: A Will Lee Novel,read audible audiobook literature-and-fiction genre-fiction,Stuart Woods,"Recorded Books ",,4.5,Audible Audio,2012,2025-09-04,,,B007IKKD34
,,Deep Lie,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Recorded Books,,4.5,Audible Audio,2012,2025-09-04,,,B0081IISMU
,,"Near Dark: The Scot Harvath Series, Book 19",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Brad Thor,Simon & Schuster Audio,,4.6,Audible Audio,2020,2025-09-04,,,1797104748
,,"The Damaged: Jonathan Quinn, Book 13",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Brett Battles,Audible Studios,,4.5,Audible Audio,2019,2025-09-04,,,B081P2NPM9
,,"Into the Fire: An Orphan X Novel (Evan Smoak, Book 5)",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Gregg Hurwitz,Brilliance Audio,,4.8,Audible Audio,2020,2025-09-04,,,1799751511
,,"The Boy from the Woods: Wilde, Book 1",read audible audiobook mystery-thriller-and-suspense mystery,Harlan Coben,Brilliance Audio,,4.4,Audible Audio,2020,2025-09-04,,,1543661203
,,Tom Clancy Firing Point,read audible audiobook literature-and-fiction genre-fiction,Mike Maden,Random House Audio,,4.7,Audible Audio,2020,2025-09-04,,,0593216229
,,Long Range,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.8,Audible Audio,2020,2025-09-04,,,1980021813
,,"Choppy Water: A Stone Barrington Novel, Book 54",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2020,2025-09-04,,,0593286472
,,Santa Fe Edge: An Ed Eagle Novel,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2010,2025-09-04,,,B0041P93PS
,,Santa Fe Dead,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2009,2025-09-04,,,B002V5CMLM
,,Short Straw,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2006,2025-09-04,,,B002VA95RG
,,Santa Fe Rules,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.5,Audible Audio,2016,2025-09-04,,,B01DMTUE3I
,,"Skin Game: Teddy Fay Series, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.6,Audible Audio,2019,2025-09-04,,,B07M98KK1Z
,,The Money Shot,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2018,2025-09-04,,,B07BB2DT5Z
,,Smooth Operator,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2016,2025-09-04,,,B01G97UMQE
,,"Iron Orchid: Holly Barker Series, Book 5",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2006,2025-09-04,,,B002VAF098
,,Hothouse Orchid,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2009,2025-09-04,,,B002VA927E
,,Blood Orchid,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.6,Audible Audio,2015,2025-09-04,,,B01992QJAO
,,Orchid Blues,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2015,2025-09-04,,,B018H1NDSY
,,Orchid Beach,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.5,Audible Audio,2016,2025-09-04,,,B01DMTPQFY
,,Chiefs,read audible audiobook literature-and-fiction genre-fiction,Stuart Woods,Recorded Books,,4.5,Audible Audio,2006,2025-09-04,,,B002V8LMLA
,,Run Before the Wind,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Recorded Books,,4.4,Audible Audio,2012,2025-09-04,,,B0081IJ7PC
,,Hit List,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2020,2025-09-04,,,059316752X
,,"Contraband: Stone Barrington, Book 50",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2019,2025-09-04,,,1984891200
,,"Stealth: A Stone Barrington Novel, Book 51",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2019,2025-09-04,,,0593107233
,,"Wild Card: A Stone Barrington Novel, Book 49",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2019,2025-09-04,,,0525643230
,,A Delicate Touch: Stone Barrington Series,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2018,2025-09-04,,,0525643192
,,Treason,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2020,2025-09-04,,,0593107276
,,"Desperate Measures: Stone Barrington, Book 47",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2018,2025-09-04,,,B07DKFTVVC
,,"Turbulence: Stone Barrington Series, Book 46",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2018,2025-09-04,,,B07B3FDCKB
,,Shoot First,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2018,2025-09-04,,,B075GXXVTN
,,Unbound: A Stone Barrington Novel,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2018,2025-09-04,,,B075DKGGW3
,,"Quick & Dirty: Stone Barrington, Book 43",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2017,2025-09-04,,,B074F3TGRQ
,,"Indecent Exposure: A Stone Barrington Novel, Book 42",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2017,2025-09-04,,,B06XK1HNSL
,,Fast and Loose,read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2017,2025-09-04,,,B01MTXDF9C
,,Below the Belt: A Stone Barrington Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2017,2025-09-04,,,B01N44HAWU
,,"Sex, Lies & Serious Money",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2016,2025-09-04,,,B01KBLPVK6
,,"Dishonorable Intentions: Stone Barrington, Book 38",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2016,2025-09-04,,,B01EYXTZV8
,,"Family Jewels: A Stone Barrington Novel, Book 37",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2016,2025-09-04,,,B01C9C9UDE
,,The Pillars of the Earth,read audible audiobook literature-and-fiction genre-fiction,Ken Follett,Penguin Audio,,4.6,Audible Audio,2006,2025-09-04,,,B002UZYX2Y
,,"Scandalous Behavior: A Stone Barrington Novel, Book 36",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2016,2025-09-04,,,B0191ZKURW
,,"Foreign Affairs: Stone Barrington, Book 35",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2015,2025-09-04,,,B0143R33TU
,,"Naked Greed: Stone Barrington, Book 34",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2015,2025-09-04,,,B00XZ553DG
,,"Hot Pursuit: Stone Barrington, Book 33",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2015,2025-09-04,,,B00UB254XA
,,"Insatiable Appetites: Stone Barrington, Book 32",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2015,2025-09-04,,,B00QXQRO4U
,,"Paris Match: Stone Barrington, Book 31",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00M8U10YU
,,"Cut and Thrust: Stone Barrington, Book 30",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00K8GAZ9M
,,"Carnal Curiosity: Stone Barrington, Book 29",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2014,2025-09-04,,,B00JAM3DVM
,,"Standup Guy: Stone Barrington, Book 28",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2014,2025-09-04,,,B00H9L4Q58
,,"The War Planners Series, Books 1-3: The War Planners, The War Stage, and Pawns of the Pacific",to-read audible audiobook literature-and-fiction action-and-adventure,Andrew Watts,Andrew Watts,,4.5,Audible Audio,2017,2025-09-04,,,B071WQN8XX
,,"Doing Hard Time: Stone Barrington, Book 27",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00ELMXAJG
,,"Unintended Consequences: A Stone Barrington Novel, Book 26",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00C313WGS
,,"Collateral Damage: Stone Barrington, Book 25",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00AU5XYLW
,,A Minute to Midnight,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.6,Audible Audio,2019,2025-09-04,,,1478999306
,,"Severe Clear: A Stone Barrington Novel, Book 24",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2012,2025-09-04,,,B009ADE1Z8
,,"Unnatural Acts: A Stone Barrington Mystery, Book 23",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2012,2025-09-04,,,B007T1T4VY
,,"D.C. Dead: Stone Barrington, Book 22",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2011,2025-09-04,,,B006OAZC7G
,,"Son of Stone: Stone Barrington, Book 21",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2011,2025-09-04,,,B005JFCTRS
,,"Bel-Air Dead: Stone Barrington, Book 20",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.4,Audible Audio,2011,2025-09-04,,,B004Y60IGW
,,"Strategic Moves: Stone Barrington, Book 19",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2011,2025-09-04,,,B004H65DWI
,,"Lucid Intervals: Stone Barrington, Book 18",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2010,2025-09-04,,,B003E8B1AS
,,Kisser: A Stone Barrington Novel,read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2010,2025-09-04,,,B002V8KLLW
,,"Loitering with Intent: Stone Barrington, Book 16",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.2,Audible Audio,2009,2025-09-04,,,B002V1O90I
,,"Hot Mahogany: Stone Barrington, Book 15",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2009,2025-09-04,,,B002V1J9DU
,,"Fresh Disasters: Stone Barrington, Book 13",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2007,2025-09-04,,,B002VA9AR6
,,"Shoot Him if He Runs: Stone Barrington, Book 14",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2007,2025-09-04,,,B002V1AHTA
,,"Two Dollar Bill: Stone Barrington, Book 11",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.3,Audible Audio,2005,2025-09-04,,,B002V1LGUY
,,"Reckless Abandon: Stone Barrington, Book 10",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.5,Audible Audio,2016,2025-09-04,,,B01K3FI6RK
,,"Lethal Pursuit: Barker & Llewelyn Series, Book 11",read audible audiobook mystery-thriller-and-suspense mystery,Will Thomas,Tantor Audio,,4.6,Audible Audio,2019,2025-09-04,,,1977319157
,,"Dirty Work: A Stone Barrington Novel, Book 9",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Penguin Audio,,4.7,Audible Audio,2016,2025-09-04,,,B01D5136C4
,,"The Short Forever: Stone Barrington, Book 8",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.6,Audible Audio,2016,2025-09-04,,,B01C7HMBLE
,,"L.A. Dead: Stone Barrington, Book 6",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.7,Audible Audio,2015,2025-09-04,,,B018SX9F10
,,"Cold Paradise: Stone Barrington, Book 7",read audible audiobook literature-and-fiction action-and-adventure,Stuart Woods,Penguin Audio,,4.7,Audible Audio,2015,2025-09-04,,,B01992QZ1W
,,"Red Specter: Tier One Thrillers, Book 5",read audible audiobook literature-and-fiction genre-fiction,Brian Andrews,Brilliance Audio,,4.9,Audible Audio,2019,2025-09-04,,,1799749010
,,"Swimming to Catalina: Stone Barrington, Book 4",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.7,Audible Audio,2016,2025-09-04,,,B01F9OAYYS
,,"Worst Fears Realized: Stone Barrington, Book 5",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Recorded Books,,4.4,Audible Audio,2007,2025-09-04,,,B002V018ZI
,,"Dead in the Water: Stone Barrington, Book 3",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.6,Audible Audio,2016,2025-09-04,,,B01F9OIGA2
,,"Dirt: Stone Barrington, Book 2",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,HarperAudio,,4.4,Audible Audio,2016,2025-09-04,,,B01F9PHKU8
,,On Combat: The Psychology and Physiology of Deadly Conflict in War and in Peace,read audible audiobook health-and-wellness psychology-and-mental-health,Dave Grossman,Hachette Audio,,4.8,Audible Audio,2013,2025-09-04,,,B00FJJTO0Y
,,"New York Dead: Stone Barrington, Book 1",read audible audiobook mystery-thriller-and-suspense mystery,Stuart Woods,Recorded Books,,4.3,Audible Audio,2012,2025-09-04,,,B0079MNH66
,,The Word Is Murder: A Novel,to-read audible audiobook mystery-thriller-and-suspense mystery,Anthony Horowitz,HarperAudio,,4.5,Audible Audio,2018,2025-09-04,,,B07BMKV4B7
,,Pines,read audible audiobook,Blake Crouch,,,,Audible Audio,,2025-09-04,,,B008RO91LA
,,An Unattractive Vampire,read audible audiobook science-fiction-and-fantasy fantasy,Jim McDoniel,Audible Studios,,4.2,Audible Audio,2016,2025-09-04,,,B01IC3E52U
,,"The Trackers Series Box Set: The Trackers Series, Books 1-4",read audible audiobook literature-and-fiction action-and-adventure,Nicholas Sansbury Smith,"Blackstone Audio, Inc.",,4.4,Audible Audio,2018,2025-09-04,,,1982605332
,,Slaughter: Origin Story,read audible audiobook literature-and-fiction action-and-adventure,James Beltz,James Beltz,,4.1,Audible Audio,2019,2025-09-04,,,B07NQLSMHB
,,Man of War: An Eric Steele Novel,read audible audiobook literature-and-fiction action-and-adventure,Sean Parnell,HarperAudio,,4.5,Audible Audio,2018,2025-09-04,,,B07BB5F6WH
,,Mexican Heat,read audible audiobook literature-and-fiction genre-fiction,Stan R. Mitchell,Audible Studios,,4.3,Audible Audio,2015,2025-09-04,,,B01496V0F4
,,Nigerian Terror,read audible audiobook literature-and-fiction genre-fiction,Stan R. Mitchell,Audible Studios,,4.2,Audible Audio,2016,2025-09-04,,,B01NAGOSOL
,,Afghan Storm,to-read audible audiobook literature-and-fiction genre-fiction,Stan R. Mitchell,Audible Studios,,4.3,Audible Audio,2016,2025-09-04,,,B019PHI54Q
,,The Age of Living Machines: How the Convergence of Biology and Engineering Will Build the Next Technology Revolution,read audible audiobook computers-and-technology history-and-culture,Susan Hockfield,Recorded Books,,3.8,Audible Audio,2019,2025-09-04,,,1980036551
,,"Bright Lights: John Milton, Book 15",read audible audiobook literature-and-fiction action-and-adventure,Mark Dawson,Audible Studios,,4.7,Audible Audio,2019,2025-09-04,,,B07YXCX218
,,"The King of Fear: A Garrett Reilly Thriller, Book 2",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Drew Chapman,Simon & Schuster Audio,,4.3,Audible Audio,2016,2025-09-04,,,B01B6WDWKU
,,"The Raid: Ryan Decker, Book 2",read audible audiobook literature-and-fiction action-and-adventure,Steven Konkoly,Brilliance Audio,,4.5,Audible Audio,2019,2025-09-04,,,1978679343
,,Savage Son,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Jack Carr,Simon & Schuster Audio,,4.9,Audible Audio,2020,2025-09-04,,,1508299625
,,"Masked Prey: A Prey Novel, Book 30",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.5,Audible Audio,2020,2025-09-04,,,0593164229
,,"All the Devils: A Livia Lone Novel, Book 3",read audible audiobook mystery-thriller-and-suspense crime-fiction,Barry Eisler,Brilliance Audio,,4.7,Audible Audio,2019,2025-09-04,,,1978657528
,,Black Flagged Boxed Set (Books 1-5): The Black Flagged Series,read audible audiobook literature-and-fiction genre-fiction,Steven Konkoly,Stribling Media,,4.4,Audible Audio,2019,2025-09-04,,,B07WFWSFN4
,,The Girl Who Kicked the Hornet's Nest: A Lisbeth Salander Novel,read audible audiobook mystery-thriller-and-suspense mystery,Stieg Larsson,Random House Audio,,4.7,Audible Audio,2010,2025-09-04,,,B003ILGSFE
,,The Zulu Virus Chronicles Boxset (Books 1-3): A Post-Apocalyptic Thriller,read audible audiobook literature-and-fiction genre-fiction,Steven Konkoly,Stribling Media,,4.4,Audible Audio,2018,2025-09-04,,,B07K3T1Y4W
,,Debris Line: Gibson Vaughn,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Matthew FitzSimmons,Brilliance Audio,,4.4,Audible Audio,2018,2025-09-04,,,1543671640
,,Cold Harbor: Gibson Vaughn,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Matthew FitzSimmons,Brilliance Audio,,4.3,Audible Audio,2017,2025-09-04,,,B0751T4MQM
,,Talking to Strangers: What We Should Know About the People We Don't Know,read audible audiobook health-and-wellness psychology-and-mental-health,Malcolm Gladwell,Hachette Audio,,4.6,Audible Audio,2019,2025-09-04,,,1549150340
,,Facing Violence: Preparing for the Unexpected,read audible audiobook politics-and-social-sciences politics-and-government,Rory Miller,Tantor Audio,,4.8,Audible Audio,2017,2025-09-04,,,B072PCJB7S
,,The Electric Kool-Aid Acid Test,read audible audiobook history americas,Tom Wolfe,Audible Studios,,4.2,Audible Audio,2019,2025-09-04,,,B07N944QPK
,,Black Site: A Delta Force Novel,read audible audiobook literature-and-fiction action-and-adventure,Dalton Fury,Macmillan Audio,,4.6,Audible Audio,2012,2025-09-04,,,B006R8OLKO
,,Old Bones,read audible audiobook mystery-thriller-and-suspense mystery,Douglas Preston,Hachette Audio,,4.4,Audible Audio,2019,2025-09-04,,,1549142232
,,"Assassin's Revenge: David Slaton, Book 6",read audible audiobook literature-and-fiction action-and-adventure,Ward Larsen,Macmillan Audio,,4.7,Audible Audio,2019,2025-09-04,,,1250226260
,,In the Crosshairs: A Sniper Novel,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.6,Audible Audio,2017,2025-09-04,,,B074KG6MMY
,,Long Shot: A Sniper Novel,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.4,Audible Audio,2016,2025-09-04,,,B01JT3438I
,,Night of the Cobra: A Sniper Novel,read audible audiobook literature-and-fiction genre-fiction,Gunnery Sgt. Jack Coughlin,Macmillan Audio,,4.7,Audible Audio,2015,2025-09-04,,,B012H6CKUC
,,Jurassic Park: A Novel,read audible audiobook literature-and-fiction action-and-adventure,Michael Crichton,Brilliance Audio,,4.8,Audible Audio,2015,2025-09-04,,,B00U7UORMU
,,The Girl Who Played with Fire: A Lisbeth Salander Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,Stieg Larsson,Random House Audio,,4.7,Audible Audio,2009,2025-09-04,,,B002V8LF30
,,On Scope: A Sniper Novel,read audible audiobook literature-and-fiction action-and-adventure,Jack Coughlin,Macmillan Audio,,4.7,Audible Audio,2015,2025-09-04,,,B015ZZT6YA
,,Time to Kill: A Sniper Novel,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.7,Audible Audio,2015,2025-09-04,,,B015ZZS2IQ
,,Running the Maze,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.7,Audible Audio,2015,2025-09-04,,,B015TB5KWW
,,An Act of Treason,read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.7,Audible Audio,2015,2025-09-04,,,B015HR8N9A
,,"The Vampire Lestat: The Vampire Chronicles, Book 2",read audible audiobook literature-and-fiction genre-fiction,Anne Rice,Random House Audio,,4.7,Audible Audio,2011,2025-09-04,,,B0052FRX58
,,Interview with the Vampire,read audible audiobook literature-and-fiction horror,Anne Rice,Random House Audio,,4.5,Audible Audio,2011,2025-09-04,,,B0051JGU1S
,,"Clean Kill: A Sniper Novel, Book 3",read audible audiobook literature-and-fiction genre-fiction,Jack Coughlin,Macmillan Audio,,4.6,Audible Audio,2015,2025-09-04,,,B013J9VTQC
,,Dead Shot,read audible audiobook literature-and-fiction action-and-adventure,Jack Coughlin,Macmillan Audio,,4.6,Audible Audio,2015,2025-09-04,,,B010PE01P4
,,The Girl with the Dragon Tattoo: A Lisbeth Salander Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,Stieg Larsson,Random House Audio,,4.6,Audible Audio,2008,2025-09-04,,,B002UZMWNG
,,The Final Day,read audible audiobook literature-and-fiction action-and-adventure,William R. Forstchen,"Blackstone Audio, Inc.",,4.7,Audible Audio,2017,2025-09-04,,,B01N0TLKIR
,,The Institute: A Novel,read audible audiobook literature-and-fiction horror,Stephen King,Simon & Schuster Audio,,4.6,Audible Audio,2019,2025-09-04,,,1508279071
